"","ACL","ZIP","IP","VMP","NVM","TDM","TDC","TDCH","TEM","TEC","TECH","TNM","TNC","TNCH","TIM","TIC","TICH","CSC","Churn"
"1660",132,408,"No","Yes",36,201.9,93,34.32,156.3,75,13.29,131.3,92,5.91,13.7,5,3.7,0,"NO"
"1661",128,415,"No","No",0,247.3,91,42.04,182.7,60,15.53,143.2,112,6.44,14.7,2,3.97,3,"NO"
"1662",92,408,"No","Yes",38,242.2,96,41.17,159.7,144,13.57,210,108,9.45,8.9,1,2.4,1,"NO"
"1663",197,415,"Yes","No",0,127.3,80,21.64,222.3,115,18.9,173.9,95,7.83,13.7,5,3.7,5,"YES"
"1664",191,408,"No","No",0,162,104,27.54,241.2,120,20.5,210.4,83,9.47,10.9,7,2.94,1,"NO"
"1665",99,415,"No","Yes",33,179.1,93,30.45,238.3,102,20.26,165.7,96,7.46,10.6,1,2.86,2,"NO"
"1666",106,415,"No","Yes",31,197.4,125,33.56,123.4,110,10.49,115.6,101,5.2,12.3,4,3.32,3,"NO"
"1669",98,408,"No","No",0,171.7,99,29.19,174.8,87,14.86,189.6,130,8.53,7.8,6,2.11,1,"NO"
"1670",17,408,"No","Yes",35,198.5,123,33.75,270.6,74,23,209.9,130,9.45,8.1,10,2.19,1,"NO"
"1672",84,415,"No","No",0,130.2,105,22.13,278,60,23.63,305.4,74,13.74,14,6,3.78,2,"NO"
"1673",95,510,"No","No",0,203.4,96,34.58,168.6,61,14.33,173,105,7.79,13.7,3,3.7,2,"NO"
"1674",16,415,"No","No",0,174.7,83,29.7,280.8,122,23.87,171.7,80,7.73,10.5,8,2.84,5,"NO"
"1675",76,510,"Yes","No",0,241,120,40.97,231.8,96,19.7,220.2,67,9.91,9.9,1,2.67,1,"YES"
"1676",93,415,"No","No",0,141.7,95,24.09,221,100,18.79,227.1,71,10.22,10.2,3,2.75,0,"NO"
"1677",83,408,"No","No",0,134.8,96,22.92,167.2,78,14.21,161.5,123,7.27,7.7,5,2.08,2,"NO"
"1679",64,408,"No","No",0,145.5,116,24.74,228.4,110,19.41,273.4,91,12.3,8.9,8,2.4,1,"NO"
"1680",82,510,"No","No",0,329.8,73,56.07,208.3,120,17.71,267.1,102,12.02,10.6,6,2.86,0,"YES"
"1682",110,510,"No","No",0,131.9,93,22.42,272.7,106,23.18,192.8,105,8.68,7.1,4,1.92,1,"NO"
"1683",96,408,"No","Yes",29,150,91,25.5,159.4,75,13.55,228.1,55,10.26,8.5,3,2.3,1,"NO"
"1684",47,415,"No","Yes",30,196.6,93,33.42,241.4,140,20.52,226,118,10.17,12.9,4,3.48,2,"NO"
"1687",163,408,"No","Yes",40,231.9,56,39.42,211.8,91,18,268.5,74,12.08,12.3,3,3.32,2,"NO"
"1688",90,415,"No","No",0,37.8,80,6.43,155.3,105,13.2,175,111,7.88,14.2,5,3.83,3,"NO"
"1689",98,415,"No","No",0,72.8,107,12.38,186.4,103,15.84,175.3,110,7.89,10.5,4,2.84,3,"NO"
"1691",174,415,"No","Yes",15,221.8,143,37.71,210.6,115,17.9,221.8,109,9.98,12.4,9,3.35,1,"NO"
"1692",95,415,"No","No",0,269,120,45.73,233.7,120,19.86,179.3,61,8.07,7.3,4,1.97,2,"YES"
"1694",123,415,"No","Yes",27,198.7,127,33.78,249,105,21.17,173.2,124,7.79,12.5,5,3.38,1,"NO"
"1695",99,415,"No","No",0,115.5,75,19.64,218.1,111,18.54,254.9,98,11.47,11.5,7,3.11,7,"YES"
"1696",114,415,"No","No",0,202.1,100,34.36,195.7,102,16.63,291.8,120,13.13,13.3,5,3.59,2,"NO"
"1698",132,408,"No","No",0,169.9,107,28.88,209.4,121,17.8,206.1,79,9.27,11.5,2,3.11,1,"NO"
"1699",133,510,"No","No",0,201.7,85,34.29,169.4,116,14.4,286.3,80,12.88,6,4,1.62,0,"NO"
"1701",93,510,"No","Yes",32,218.7,117,37.18,115,61,9.78,192.7,85,8.67,9.4,5,2.54,2,"NO"
"1702",34,415,"No","No",0,293.7,89,49.93,272.5,71,23.16,178.2,76,8.02,11,10,2.97,2,"YES"
"1704",96,415,"No","Yes",26,175.8,96,29.89,206.6,84,17.56,178,105,8.01,11.1,2,3,2,"NO"
"1705",144,510,"No","No",0,278.5,95,47.35,240.7,90,20.46,120,90,5.4,11.6,5,3.13,1,"YES"
"1707",54,415,"No","No",0,273.8,113,46.55,119.6,156,10.17,267.6,117,12.04,11.7,3,3.16,1,"NO"
"1708",50,408,"No","No",0,131.1,129,22.29,160.5,94,13.64,206.9,88,9.31,5.6,9,1.51,5,"YES"
"1709",92,415,"No","Yes",23,167.4,83,28.46,258.6,129,21.98,116.4,110,5.24,11.2,3,3.02,4,"NO"
"1710",96,408,"No","No",0,197.7,68,33.61,250.5,53,21.29,181.2,67,8.15,10.5,3,2.84,3,"NO"
"1711",146,415,"No","No",0,169.5,93,28.82,230.9,71,19.63,269.8,115,12.14,9,7,2.43,2,"NO"
"1712",138,415,"Yes","Yes",17,225.2,116,38.28,173.4,88,14.74,145.8,99,6.56,11.7,4,3.16,0,"NO"
"1715",99,415,"No","No",0,200,66,34,107.9,104,9.17,233.7,82,10.52,11.4,2,3.08,3,"NO"
"1716",83,510,"No","Yes",36,95.9,87,16.3,261.6,105,22.24,228.6,109,10.29,13.3,4,3.59,0,"NO"
"1718",70,510,"No","No",0,129.9,102,22.08,208.7,133,17.74,231.4,93,10.41,14.3,3,3.86,1,"NO"
"1719",109,415,"Yes","No",0,268.4,85,45.63,150.6,131,12.8,297.9,84,13.41,9.7,8,2.62,2,"YES"
"1720",100,415,"No","No",0,188.5,152,32.05,148.3,115,12.61,179.8,88,8.09,15.2,5,4.1,2,"NO"
"1722",106,415,"No","No",0,191.4,124,32.54,200.7,116,17.06,230.1,76,10.35,8.2,3,2.21,1,"NO"
"1725",100,510,"No","No",0,115.9,87,19.7,111.3,56,9.46,170.2,77,7.66,7.1,4,1.92,1,"NO"
"1727",50,510,"No","No",0,131.7,108,22.39,216.5,103,18.4,196.1,126,8.82,11,5,2.97,1,"NO"
"1728",105,415,"No","No",0,101.4,48,17.24,159.1,119,13.52,259.2,53,11.66,12.2,2,3.29,1,"NO"
"1729",113,415,"No","Yes",23,149,104,25.33,235.8,67,20.04,201.8,76,9.08,9.5,5,2.57,4,"NO"
"1731",161,408,"No","No",0,107.5,121,18.28,256.4,46,21.79,247.2,131,11.12,12.6,3,3.4,2,"NO"
"1732",70,415,"No","No",0,232.8,95,39.58,303.4,111,25.79,255.6,104,11.5,12.9,7,3.48,0,"YES"
"1733",97,415,"No","Yes",43,121.1,105,20.59,260.2,115,22.12,222.4,100,10.01,8.3,5,2.24,3,"NO"
"1734",130,510,"No","No",0,124.3,70,21.13,270.7,99,23.01,239.5,83,10.78,3.5,6,0.95,0,"NO"
"1735",92,415,"No","No",0,157.7,101,26.81,298.6,100,25.38,216.9,99,9.76,13.8,3,3.73,1,"NO"
"1738",134,415,"No","No",0,141.7,95,24.09,205.6,101,17.48,218.5,60,9.83,8.8,6,2.38,0,"NO"
"1739",127,408,"No","Yes",25,173,91,29.41,245.8,64,20.89,300,99,13.5,4.8,3,1.3,0,"NO"
"1741",153,415,"No","Yes",31,218.5,130,37.15,134.2,103,11.41,118.9,105,5.35,9.4,6,2.54,0,"NO"
"1742",85,415,"No","No",0,255.3,114,43.4,194.6,83,16.54,276.6,78,12.45,3.7,5,1,3,"NO"
"1743",79,415,"No","No",0,41.9,124,7.12,211,95,17.94,237.9,55,10.71,11.4,5,3.08,1,"NO"
"1744",35,415,"No","No",0,260.8,87,44.34,258.1,78,21.94,131.3,123,5.91,5.8,2,1.57,1,"NO"
"1745",120,408,"No","Yes",26,239.4,94,40.7,259.4,88,22.05,238,132,10.71,7.7,3,2.08,0,"NO"
"1746",68,510,"No","No",0,226.7,94,38.54,168.4,129,14.31,188.7,117,8.49,10.2,1,2.75,0,"NO"
"1747",60,408,"No","No",0,179.3,147,30.48,208.9,89,17.76,248.2,98,11.17,13.5,6,3.65,1,"YES"
"1748",120,510,"No","No",0,158,110,26.86,197,103,16.75,154.9,132,6.97,10,5,2.7,1,"NO"
"1749",71,510,"No","Yes",23,175.7,82,29.87,258.9,136,22.01,268.4,154,12.08,14.1,7,3.81,1,"NO"
"1750",124,415,"No","No",0,157.4,107,26.76,167.8,112,14.26,188.8,102,8.5,8.8,3,2.38,3,"NO"
"1751",23,510,"No","No",0,113.1,74,19.23,168.8,95,14.35,262.9,126,11.83,6.9,2,1.86,1,"YES"
"1755",54,415,"Yes","No",0,190.5,108,32.39,259.7,108,22.07,141.5,111,6.37,9.7,2,2.62,2,"YES"
"1757",118,408,"Yes","Yes",39,153.8,106,26.15,123.3,111,10.48,117.8,103,5.3,9.2,6,2.48,1,"NO"
"1758",42,408,"Yes","No",0,180.7,127,30.72,174.6,94,14.84,165.3,114,7.44,12,6,3.24,2,"NO"
"1759",134,408,"No","No",0,202.7,105,34.46,224.9,90,19.12,253.9,108,11.43,12.1,7,3.27,0,"NO"
"1760",66,415,"No","Yes",35,190.8,100,32.44,261.3,93,22.21,209.5,108,9.43,8.9,6,2.4,0,"NO"
"1761",66,415,"No","No",0,205.1,102,34.87,232.7,109,19.78,259.9,95,11.7,9.2,6,2.48,2,"NO"
"1762",127,415,"No","Yes",28,235.6,124,40.05,236.8,113,20.13,241.2,127,10.85,7.7,2,2.08,1,"NO"
"1763",146,510,"No","No",0,189.3,77,32.18,155.9,128,13.25,186,83,8.37,7.4,3,2,0,"NO"
"1764",93,408,"No","Yes",42,166.9,101,28.37,273.2,84,23.22,171,106,7.69,11.5,1,3.11,1,"NO"
"1765",77,415,"No","No",0,245.2,87,41.68,254.1,83,21.6,239.4,91,10.77,7.5,4,2.03,0,"YES"
"1766",111,415,"No","No",0,132.6,125,22.54,221.1,67,18.79,127.9,101,5.76,12.7,2,3.43,4,"YES"
"1767",125,415,"No","No",0,182.3,64,30.99,139.8,121,11.88,171.6,96,7.72,11.6,7,3.13,2,"NO"
"1768",115,510,"No","Yes",14,192.3,86,32.69,88.7,90,7.54,229.4,120,10.32,10.5,3,2.84,2,"NO"
"1769",115,510,"Yes","No",0,122,110,20.74,220.2,100,18.72,179.7,124,8.09,10.8,2,2.92,2,"YES"
"1770",114,408,"No","No",0,193,101,32.81,250,81,21.25,133.3,79,6,9.6,2,2.59,2,"NO"
"1771",106,415,"No","No",0,158.6,112,26.96,220,114,18.7,252.9,106,11.38,9.1,3,2.46,0,"NO"
"1773",59,510,"No","No",0,153.6,92,26.11,205.5,88,17.47,114.5,89,5.15,12.5,10,3.38,1,"NO"
"1774",87,415,"Yes","Yes",40,221.6,79,37.67,157.1,74,13.35,222.4,124,10.01,11.5,3,3.11,1,"NO"
"1775",21,415,"No","No",0,244.7,81,41.6,168,117,14.28,281.5,87,12.67,6.6,1,1.78,1,"NO"
"1777",62,415,"No","No",0,172.4,132,29.31,230.5,100,19.59,228.2,109,10.27,11,5,2.97,0,"NO"
"1778",149,415,"No","No",0,242.5,83,41.23,245.4,97,20.86,219.6,80,9.88,10,3,2.7,3,"YES"
"1780",112,510,"No","No",0,174.5,127,29.67,259.3,71,22.04,170.5,120,7.67,11.3,7,3.05,1,"NO"
"1781",68,510,"No","No",0,157.3,83,26.74,220.9,85,18.78,218.9,129,9.85,12,7,3.24,1,"NO"
"1782",201,415,"No","Yes",21,192,97,32.64,239.1,81,20.32,116.1,125,5.22,15.1,3,4.08,1,"NO"
"1783",88,510,"No","No",0,218.2,76,37.09,169.3,60,14.39,141.1,99,6.35,8,1,2.16,1,"NO"
"1786",45,510,"No","Yes",29,135.8,104,23.09,222.5,101,18.91,235.6,92,10.6,7.9,6,2.13,2,"NO"
"1787",116,510,"No","No",0,160.7,69,27.32,146.8,106,12.48,287.8,144,12.95,8.2,5,2.21,0,"NO"
"1788",146,408,"No","Yes",31,202.5,91,34.43,241.4,108,20.52,169.6,77,7.63,7.8,2,2.11,1,"NO"
"1789",63,510,"No","Yes",34,152.2,119,25.87,227.1,91,19.3,195.7,103,8.81,12.3,5,3.32,1,"NO"
"1790",133,510,"No","No",0,227.4,90,38.66,73.2,135,6.22,114.3,99,5.14,4.7,7,1.27,0,"NO"
"1791",125,408,"No","No",0,191.6,115,32.57,205.6,108,17.48,210.2,123,9.46,9.2,3,2.48,2,"NO"
"1792",72,510,"No","No",0,138.9,111,23.61,211.6,102,17.99,179.5,91,8.08,10.8,3,2.92,1,"NO"
"1793",130,408,"No","No",0,127,102,21.59,206.9,107,17.59,231.7,99,10.43,6.1,6,1.65,0,"NO"
"1794",97,415,"No","No",0,168.6,87,28.66,259.2,105,22.03,279.8,123,12.59,7.3,4,1.97,1,"NO"
"1795",54,415,"No","No",0,286.6,73,48.72,223.2,108,18.97,203.7,107,9.17,11.5,5,3.11,1,"YES"
"1796",160,415,"No","Yes",29,164.6,121,27.98,262.8,108,22.34,123.8,131,5.57,15.2,4,4.1,1,"NO"
"1798",92,415,"No","Yes",47,141.6,95,24.07,207.9,130,17.67,203.6,95,9.16,10.2,11,2.75,0,"NO"
"1799",59,415,"No","No",0,204.3,65,34.73,247.3,123,21.02,214.7,94,9.66,12,4,3.24,1,"NO"
"1802",93,415,"No","No",0,176.1,103,29.94,199.7,130,16.97,263.9,96,11.88,8.5,6,2.3,2,"NO"
"1804",101,510,"No","No",0,174.9,105,29.73,262,75,22.27,210,93,9.45,8.5,5,2.3,1,"NO"
"1805",125,415,"Yes","No",0,187.3,118,31.84,160.7,111,13.66,263.8,112,11.87,9.6,2,2.59,0,"YES"
"1806",63,415,"No","No",0,211.8,84,36.01,230.9,137,19.63,217.1,99,9.77,10.7,9,2.89,3,"NO"
"1807",107,415,"No","No",0,241.9,102,41.12,126.9,117,10.79,185.6,92,8.35,11.7,6,3.16,0,"NO"
"1808",110,408,"No","No",0,196.1,103,33.34,199.7,123,16.97,135.9,71,6.12,12.9,1,3.48,3,"NO"
"1809",83,415,"No","No",0,231.3,100,39.32,210.4,84,17.88,217.4,106,9.78,12.4,2,3.35,3,"NO"
"1810",117,408,"No","No",0,161.6,104,27.47,196.3,119,16.69,294.8,111,13.27,13.8,2,3.73,1,"NO"
"1811",124,415,"No","No",0,194,103,32.98,241,116,20.49,227.5,153,10.24,11.9,5,3.21,0,"NO"
"1812",115,510,"No","No",0,109.7,148,18.65,223.8,87,19.02,240.3,96,10.81,15.4,8,4.16,3,"NO"
"1813",156,408,"Yes","No",0,277,119,47.09,238.3,106,20.26,94.4,96,4.25,8.3,3,2.24,1,"NO"
"1814",89,408,"No","No",0,192.1,83,32.66,163.6,88,13.91,169.7,138,7.64,6.1,3,1.65,0,"NO"
"1815",72,415,"No","No",0,198.4,147,33.73,216.9,121,18.44,112.8,125,5.08,13.1,4,3.54,0,"NO"
"1817",53,415,"No","No",0,184.8,98,31.42,216.4,125,18.39,141.1,116,6.35,18.4,3,4.97,2,"NO"
"1818",116,408,"No","No",0,167.8,119,28.53,142,123,12.07,190.7,128,8.58,7.3,4,1.97,2,"NO"
"1819",78,408,"No","No",0,139.2,140,23.66,191.4,113,16.27,286.5,125,12.89,11.8,3,3.19,3,"NO"
"1820",117,415,"No","Yes",17,221.3,82,37.62,167.6,100,14.25,262.7,87,11.82,4.4,4,1.19,0,"NO"
"1821",56,510,"No","No",0,121.6,84,20.67,165.3,115,14.05,243.9,95,10.98,8.9,2,2.4,1,"NO"
"1822",123,408,"No","Yes",39,270.4,99,45.97,245.1,110,20.83,108.9,113,4.9,15.4,7,4.16,1,"NO"
"1823",127,408,"No","No",0,139.6,94,23.73,240.9,112,20.48,127.1,88,5.72,8.8,4,2.38,2,"NO"
"1825",138,510,"No","Yes",26,183.9,83,31.26,240.7,93,20.46,185.7,125,8.36,15,3,4.05,1,"NO"
"1826",120,415,"No","No",0,203.3,108,34.56,259.9,66,22.09,115.9,103,5.22,7.8,2,2.11,3,"NO"
"1828",95,415,"No","No",0,167.6,96,28.49,176,89,14.96,250.9,113,11.29,13.4,6,3.62,2,"NO"
"1829",102,408,"No","No",0,156.5,67,26.61,204.3,103,17.37,141.9,72,6.39,9.9,2,2.67,2,"NO"
"1830",89,415,"No","Yes",25,215.1,140,36.57,197.4,69,16.78,162.1,117,7.29,10.6,10,2.86,1,"NO"
"1831",50,408,"No","No",0,301.7,82,51.29,167.1,118,14.2,72.2,89,3.25,10.5,6,2.84,1,"NO"
"1832",93,415,"No","Yes",42,152.3,90,25.89,267.5,102,22.74,266.9,130,12.01,11.3,5,3.05,7,"NO"
"1833",68,510,"No","No",0,195.4,116,33.22,212.1,101,18.03,138.4,134,6.23,15.1,11,4.08,1,"NO"
"1834",70,408,"No","No",0,208.7,97,35.48,275.5,83,23.42,182.5,122,8.21,8,3,2.16,2,"NO"
"1841",87,510,"No","Yes",22,240.8,102,40.94,75.9,106,6.45,224.6,115,10.11,7.1,3,1.92,2,"NO"
"1842",52,510,"No","Yes",21,195.7,119,33.27,106.2,95,9.03,157.4,94,7.08,5.3,3,1.43,2,"NO"
"1843",97,408,"No","No",0,276.1,82,46.94,201.1,106,17.09,231.3,73,10.41,8.9,4,2.4,0,"YES"
"1846",80,415,"Yes","No",0,189.1,122,32.15,223.2,92,18.97,269,116,12.11,13.9,3,3.75,2,"YES"
"1847",120,510,"No","Yes",43,177.9,117,30.24,175.1,70,14.88,161.3,117,7.26,11.5,4,3.11,1,"NO"
"1849",148,510,"Yes","No",0,148.2,138,25.19,159.6,123,13.57,197.4,62,8.88,8.6,3,2.32,2,"NO"
"1851",162,408,"No","Yes",26,179.7,144,30.55,218.1,129,18.54,212.3,105,9.55,9.3,8,2.51,1,"YES"
"1853",101,510,"No","Yes",25,144.1,144,24.5,167.6,105,14.25,240,107,10.8,14.5,3,3.92,1,"NO"
"1856",67,510,"No","No",0,109.1,134,18.55,142.3,76,12.1,91.2,86,4.1,10.9,5,2.94,2,"NO"
"1857",86,408,"No","No",0,171.8,106,29.21,301.7,44,25.64,139.4,108,6.27,9.7,5,2.62,1,"NO"
"1858",107,415,"No","No",0,222.3,101,37.79,286,111,24.31,249.4,117,11.22,12.1,4,3.27,1,"YES"
"1859",133,510,"No","No",0,245.8,102,41.79,264.7,90,22.5,111.7,103,5.03,11.2,7,3.02,0,"NO"
"1860",116,510,"No","No",0,164.6,110,27.98,270.6,103,23,230.4,109,10.37,8,3,2.16,0,"NO"
"1863",133,408,"Yes","No",0,254.7,103,43.3,252.2,80,21.44,178.1,103,8.01,8,3,2.16,0,"YES"
"1864",94,408,"Yes","No",0,170.1,113,28.92,271.8,94,23.1,110.7,78,4.98,8.7,4,2.35,1,"NO"
"1865",69,510,"No","No",0,195.1,91,33.17,261.5,57,22.23,203.8,90,9.17,11.4,5,3.08,0,"NO"
"1866",146,408,"No","No",0,149.3,83,25.38,187.1,130,15.9,149.8,100,6.74,7.9,4,2.13,7,"YES"
"1869",123,408,"No","No",0,206.9,115,35.17,224.4,86,19.07,197.4,60,8.88,8.3,2,2.24,3,"NO"
"1870",101,408,"No","No",0,239,156,40.63,273,106,23.21,278.2,93,12.52,13.5,8,3.65,1,"YES"
"1872",69,408,"No","No",0,185.3,91,31.5,219.1,88,18.62,243.6,107,10.96,5.5,5,1.49,0,"NO"
"1874",107,510,"No","Yes",25,248.6,91,42.26,119.3,115,10.14,194.3,83,8.74,12,1,3.24,1,"NO"
"1875",67,510,"No","No",0,152.5,131,25.93,252.4,107,21.45,185.4,104,8.34,4.9,3,1.32,2,"NO"
"1878",55,408,"Yes","No",0,221,115,37.57,165.4,97,14.06,235.4,117,10.59,9.7,4,2.62,1,"NO"
"1880",92,510,"No","No",0,139.8,98,23.77,174.9,143,14.87,201.6,135,9.07,9.4,7,2.54,2,"NO"
"1882",76,415,"No","No",0,272.7,97,46.36,236.4,95,20.09,235.5,105,10.6,7.7,2,2.08,0,"YES"
"1883",132,408,"Yes","Yes",33,200.3,75,34.05,226.6,67,19.26,198.8,91,8.95,12.9,3,3.48,2,"NO"
"1886",27,408,"No","No",0,236.7,110,40.24,231.9,92,19.71,164.7,85,7.41,12.7,6,3.43,1,"NO"
"1887",224,510,"No","No",0,111.4,133,18.94,175,66,14.88,217.2,106,9.77,5.5,6,1.49,3,"NO"
"1889",117,408,"No","No",0,191.1,93,32.49,282.8,56,24.04,84.8,118,3.82,12,4,3.24,2,"NO"
"1890",91,415,"No","No",0,153,123,26.01,141.1,127,11.99,171.5,76,7.72,10.3,15,2.78,1,"YES"
"1891",135,415,"No","No",0,218.8,123,37.2,242.8,64,20.64,85.8,80,3.86,10.3,3,2.78,4,"NO"
"1893",147,415,"Yes","No",0,225.2,111,38.28,184.9,98,15.72,143.2,146,6.44,9.9,1,2.67,0,"YES"
"1894",68,510,"No","No",0,249.9,127,42.48,254.5,118,21.63,273.2,98,12.29,8.9,6,2.4,2,"YES"
"1897",131,415,"No","No",0,166.5,129,28.31,210.2,107,17.87,257.2,93,11.57,9.9,5,2.67,1,"NO"
"1899",159,415,"No","No",0,275.8,103,46.89,189.5,108,16.11,223.9,93,10.08,7.4,5,2,2,"YES"
"1900",134,415,"No","Yes",40,142.9,105,24.29,88.6,61,7.53,290,96,13.05,10.8,6,2.92,1,"NO"
"1901",113,510,"No","No",0,207.2,113,35.22,256,80,21.76,211,87,9.49,9.9,1,2.67,1,"NO"
"1903",85,415,"No","No",0,210.3,66,35.75,195.8,76,16.64,221.6,82,9.97,11.2,7,3.02,1,"NO"
"1904",93,510,"Yes","Yes",38,225.7,117,38.37,119.6,122,10.17,193.2,125,8.69,14,7,3.78,1,"YES"
"1906",61,415,"No","No",0,197.7,118,33.61,152.2,96,12.94,221,93,9.95,7,3,1.89,2,"NO"
"1908",88,408,"No","Yes",28,190.6,104,32.4,237.3,105,20.17,211.6,116,9.52,9.8,1,2.65,2,"NO"
"1909",88,408,"No","Yes",45,80.3,140,13.65,153.3,101,13.03,309.2,123,13.91,12.8,3,3.46,2,"NO"
"1910",195,415,"No","Yes",36,231.7,110,39.39,225.1,88,19.13,201.7,89,9.08,12.1,2,3.27,0,"NO"
"1911",182,415,"No","No",0,69.1,114,11.75,230.3,109,19.58,256.7,96,11.55,6.5,4,1.76,0,"NO"
"1912",118,408,"No","No",0,188.8,60,32.1,217.4,64,18.48,220.1,100,9.9,8.2,7,2.21,4,"NO"
"1915",61,408,"No","Yes",25,163.7,78,27.83,113.2,112,9.62,134.1,118,6.03,9.9,3,2.67,3,"NO"
"1916",172,415,"No","No",0,211.7,100,35.99,198.7,101,16.89,301.7,136,13.58,6.5,9,1.76,1,"NO"
"1919",177,408,"No","No",0,189.5,99,32.22,176.3,117,14.99,225.9,112,10.17,14.2,2,3.83,1,"NO"
"1920",100,408,"No","No",0,70.8,94,12.04,215.6,102,18.33,230.8,125,10.39,9.5,1,2.57,6,"YES"
"1921",67,415,"No","No",0,215.5,102,36.64,190.7,95,16.21,214.5,106,9.65,8.6,6,2.32,1,"NO"
"1922",136,415,"No","No",0,101.7,105,17.29,202.8,99,17.24,136.2,119,6.13,9.4,6,2.54,3,"NO"
"1923",71,415,"No","No",0,258.4,132,43.93,126.8,119,10.78,182.4,87,8.21,9.7,8,2.62,4,"NO"
"1924",134,408,"No","No",0,242.4,126,41.21,152.9,115,13,318.3,115,14.32,11.8,6,3.19,1,"NO"
"1925",124,415,"No","No",0,131.8,82,22.41,284.3,119,24.17,305.5,101,13.75,11.3,2,3.05,1,"NO"
"1926",84,415,"No","No",0,190.2,102,32.33,197.7,141,16.8,247.5,102,11.14,9.8,6,2.65,2,"NO"
"1927",39,408,"No","No",0,154.1,104,26.2,204.2,112,17.36,196.2,92,8.83,9.8,4,2.65,2,"NO"
"1928",110,510,"No","No",0,188,127,31.96,90.5,118,7.69,150.3,64,6.76,15.3,3,4.13,3,"NO"
"1929",102,510,"No","No",0,103.1,70,17.53,275,129,23.38,141.1,92,6.35,11.2,5,3.02,1,"NO"
"1930",70,415,"No","No",0,175.4,130,29.82,159.5,130,13.56,260.6,96,11.73,11.6,4,3.13,0,"NO"
"1932",81,510,"Yes","No",0,250.6,85,42.6,187.9,50,15.97,120.3,131,5.41,7.8,5,2.11,1,"NO"
"1933",17,415,"No","No",0,161.5,123,27.46,214.2,81,18.21,315,106,14.18,8.6,5,2.32,1,"NO"
"1934",119,408,"No","No",0,260.1,101,44.22,256.5,68,21.8,229.1,89,10.31,10,2,2.7,1,"YES"
"1936",108,415,"Yes","Yes",42,130.1,90,22.12,167,128,14.2,244.7,80,11.01,13.6,5,3.67,3,"YES"
"1939",155,408,"No","Yes",30,128.5,86,21.85,188.4,91,16.01,254.4,85,11.45,6.8,6,1.84,1,"NO"
"1940",113,510,"No","No",0,128.7,100,21.88,227.1,67,19.3,178.1,135,8.01,9.2,4,2.48,2,"YES"
"1941",123,415,"No","No",0,172.2,92,29.27,162.6,76,13.82,250.3,101,11.26,8.7,4,2.35,1,"NO"
"1942",145,408,"No","No",0,199.2,124,33.86,126,86,10.71,289.2,135,13.01,7.6,3,2.05,1,"NO"
"1945",131,415,"No","Yes",30,174,118,29.58,205.3,81,17.45,218.2,90,9.82,6.7,3,1.81,1,"NO"
"1946",107,415,"No","No",0,230.4,65,39.17,257.4,80,21.88,107.3,88,4.83,8.5,3,2.3,1,"NO"
"1947",48,408,"No","No",0,198.2,73,33.69,202.8,115,17.24,146.4,73,6.59,5.1,5,1.38,1,"NO"
"1948",76,510,"No","No",0,186.1,96,31.64,211.6,100,17.99,230.6,100,10.38,8,4,2.16,0,"NO"
"1950",73,415,"No","No",0,157.1,109,26.71,268.8,83,22.85,181.5,91,8.17,10,8,2.7,0,"NO"
"1953",124,415,"No","No",0,188.5,77,32.05,182,123,15.47,218.2,127,9.82,6.1,6,1.65,1,"NO"
"1954",137,408,"No","No",0,208.8,120,35.5,225.3,100,19.15,221.6,130,9.97,11.1,5,3,0,"NO"
"1955",71,510,"No","No",0,238,82,40.46,278.5,94,23.67,193.1,134,8.69,11.8,10,3.19,0,"YES"
"1956",139,415,"No","No",0,211.1,103,35.89,206.9,108,17.59,193.9,70,8.73,5.6,4,1.51,0,"NO"
"1957",107,510,"No","Yes",30,198.9,87,33.81,207,90,17.6,159.8,76,7.19,12.6,4,3.4,3,"NO"
"1958",147,408,"No","No",0,212.8,79,36.18,204.1,91,17.35,156.2,113,7.03,10.2,2,2.75,1,"NO"
"1959",116,510,"No","No",0,137.4,126,23.36,120,94,10.2,130.3,64,5.86,12.4,2,3.35,3,"NO"
"1960",60,510,"No","Yes",31,191.8,75,32.61,267.8,135,22.76,200.5,62,9.02,12.8,3,3.46,2,"NO"
"1961",38,510,"No","No",0,149,92,25.33,49.2,78,4.18,163.3,93,7.35,13.9,11,3.75,0,"NO"
"1962",63,408,"No","No",0,117.1,118,19.91,249.6,90,21.22,162.2,84,7.3,11.1,4,3,3,"NO"
"1963",94,415,"No","No",0,108,79,18.36,241.9,152,20.56,252.1,92,11.34,10.4,3,2.81,3,"NO"
"1964",131,415,"No","No",0,112.8,133,19.18,199.4,116,16.95,142.7,105,6.42,10.1,5,2.73,0,"NO"
"1965",158,510,"No","No",0,175.9,105,29.9,188.3,88,16.01,188.3,98,8.47,11,6,2.97,1,"NO"
"1967",77,415,"No","No",0,169.4,102,28.8,184.9,144,15.72,234.3,89,10.54,2,7,0.54,1,"NO"
"1968",140,415,"No","No",0,129.6,79,22.03,246.2,99,20.93,172.1,124,7.74,9.4,10,2.54,3,"NO"
"1969",72,408,"No","No",0,177.1,97,30.11,184.7,105,15.7,174.1,94,7.83,8,6,2.16,1,"NO"
"1970",52,510,"No","Yes",20,133.3,63,22.66,184.1,123,15.65,272.9,107,12.28,13.5,2,3.65,1,"NO"
"1971",103,510,"No","No",0,167.8,121,28.53,212.9,123,18.1,208.2,73,9.37,13,3,3.51,5,"NO"
